obs,doy,date,time,air_temp,ES_1,ES_10,ES_11,ES_12,ES_3,ES_4,ES_5,ES_6,ES_8,avg_1t,avg_1tm,sub_t
1952,225,2023-08-13,7:00:00,14.75,22.214,21.59275,22.02225,21.75975,21.879,22.094,22.142,22.357,21.688,22.0195,21.59275,-0.42675
1953,225,2023-08-13,8:00:00,15.39333333,22.30925,21.545,22.07,22.02225,22.02225,22.23775,22.23775,22.501,21.83125,22.1539375,21.545,-0.6089375
1954,225,2023-08-13,9:00:00,16.52833333,22.429,21.569,22.214,22.26175,22.118,22.525,22.501,22.7645,22.07025,22.3604375,21.569,-0.7914375
1955,225,2023-08-13,10:00:00,17.53666667,22.453,21.569,22.26175,22.8125,22.597,22.932,22.908,23.316,22.69275,22.746625,21.569,-1.177625
1956,225,2023-08-13,11:00:00,18.035,22.333,21.64025,22.573,23.196,22.7885,23.36425,23.244,23.5325,23.1,23.01640625,21.64025,-1.37615625
1957,225,2023-08-13,12:00:00,18.56166667,22.405,21.85525,23.196,23.5085,22.98,23.5565,23.50825,23.84525,23.48425,23.31046875,21.85525,-1.45521875
1958,225,2023-08-13,13:00:00,19.18166667,22.597,22.142,23.292,23.725,23.22,23.9175,23.86925,23.96575,23.749,23.5419375,22.142,-1.3999375
1959,225,2023-08-13,14:00:00,19.66833333,22.78825,22.405,23.34,23.4605,23.172,22.908,23.82125,23.653,23.9415,23.3855625,22.405,-0.9805625
1960,225,2023-08-13,15:00:00,20.06,23.004,22.669,23.292,23.268,23.29225,23.07625,24.11025,23.701,24.086,23.47871875,22.669,-0.80971875
1961,225,2023-08-13,16:00:00,20.235,23.052,22.836,23.076,23.004,23.124,22.836,24.134,23.773,24.18225,23.39765625,22.836,-0.56165625
1962,225,2023-08-13,17:00:00,20.29333333,23.1,23.148,23.052,22.956,23.124,22.884,23.89375,23.677,24.014,23.33759375,23.148,-0.18959375
1963,225,2023-08-13,18:00:00,19.415,22.836,23.1,22.98,23.196,22.7885,22.83625,23.48425,23.5325,23.773,23.1783125,23.1,-0.0783125
1964,225,2023-08-13,19:00:00,18.16333333,22.74075,23.1,22.932,23.076,22.69275,23.028,23.364,23.484,23.5325,23.10625,23.1,-0.00625
1965,225,2023-08-13,20:00:00,17.845,22.645,23.1,22.86,22.908,22.597,22.884,23.148,23.436,23.196,22.95925,23.1,0.14075
1966,225,2023-08-13,21:00:00,17.33333333,22.621,22.98,22.669,22.71675,22.549,22.81225,22.98,23.268,22.98,22.8245,22.98,0.1555
1967,225,2023-08-13,22:00:00,16.59666667,22.477,22.86,22.549,22.477,22.429,22.573,22.86,23.124,22.6445,22.6416875,22.86,0.2183125
1968,225,2023-08-13,23:00:00,16.11,22.357,22.71675,22.429,22.2855,22.2855,22.33325,22.812,23.004,22.33325,22.4799375,22.71675,0.2368125
1969,226,2023-08-14,0:00:00,15.60666667,22.238,22.573,22.357,22.118,22.166,22.166,22.693,22.908,22.046,22.3365,22.573,0.2365
1970,226,2023-08-14,1:00:00,14.50666667,22.238,22.453,22.214,22.02225,22.142,22.142,22.597,22.836,22.046,22.27965625,22.453,0.17334375
1971,226,2023-08-14,2:00:00,13.795,22.214,22.357,22.142,21.951,22.046,22.046,22.525,22.71675,22.094,22.21684375,22.357,0.14015625
1972,226,2023-08-14,3:00:00,13.61666667,22.142,22.26175,22.118,21.879,21.97475,22.046,22.453,22.573,22.11825,22.163,22.26175,0.09875
1973,226,2023-08-14,4:00:00,13.49166667,22.046,22.166,22.02225,21.78375,21.951,21.9985,22.2855,22.477,21.95075,22.06434375,22.166,0.10165625
1974,226,2023-08-14,5:00:00,13.265,22.046,22.046,22.02225,21.712,21.855,21.927,22.142,22.405,21.903,22.00153125,22.046,0.04446875
1975,226,2023-08-14,6:00:00,12.85333333,21.951,21.951,21.951,21.64025,21.855,21.855,22.046,22.30925,21.8075,21.926875,21.951,0.024125
1976,226,2023-08-14,7:00:00,12.86166667,21.951,21.855,21.951,21.6165,21.78375,21.83125,21.951,22.333,21.712,21.8911875,21.855,-0.0361875
1977,226,2023-08-14,8:00:00,13.08,22.0225,21.855,21.97475,21.68825,21.879,21.83125,21.9985,22.3095,21.73575,21.9299375,21.855,-0.0749375
1978,226,2023-08-14,9:00:00,13.50333333,21.9985,21.76,21.97475,21.6405,21.8075,21.76,21.97475,22.30925,22.02225,21.9359375,21.76,-0.1759375
1979,226,2023-08-14,10:00:00,14.16333333,21.951,21.664,21.9985,21.64025,21.83125,21.83125,22.046,22.333,21.92675,21.94475,21.664,-0.28075
1980,226,2023-08-14,11:00:00,15.99,22.094,21.736,22.142,21.87925,22.02225,22.02225,22.21375,22.477,22.166,22.1270625,21.736,-0.3910625
1981,226,2023-08-14,12:00:00,16.94666667,22.238,21.903,22.453,22.23775,22.381,22.3335,22.621,22.71675,22.573,22.44425,21.903,-0.54125
1982,226,2023-08-14,13:00:00,17.59166667,22.07,22.04625,22.429,22.30925,22.333,22.453,22.693,22.621,22.71675,22.453125,22.04625,-0.406875
1983,226,2023-08-14,14:00:00,18.435,22.142,22.23775,22.525,22.405,22.40525,22.525,22.88425,22.71675,23.028,22.57890625,22.23775,-0.34115625
1984,226,2023-08-14,15:00:00,19.08,22.35725,22.381,22.477,22.453,22.40525,22.501,22.78825,22.78825,23.028,22.59975,22.381,-0.21875
1985,226,2023-08-14,16:00:00,19.49666667,22.23775,22.405,22.381,22.429,22.166,22.453,22.501,22.693,23.028,22.48609375,22.405,-0.08109375
1986,226,2023-08-14,17:00:00,19.81833333,22.19,22.357,22.477,22.429,22.19,22.429,22.453,22.621,22.884,22.459125,22.357,-0.102125
1987,226,2023-08-14,18:00:00,19.32166667,22.19,22.429,22.549,22.23775,22.2615,22.2135,22.477,22.453,22.81225,22.39925,22.429,0.02975
1988,226,2023-08-14,19:00:00,18.43166667,21.9985,22.30925,22.30925,22.02225,22.04625,22.094,22.2855,22.30925,22.621,22.21075,22.30925,0.0985
1989,226,2023-08-14,20:00:00,16.87333333,21.8075,22.214,22.142,21.73575,21.85525,21.9985,22.0225,22.166,22.381,22.0135625,22.214,0.2004375
1990,226,2023-08-14,21:00:00,15.26,21.688,21.9985,21.97475,21.569,21.736,21.85525,21.903,22.07,21.75975,21.81946875,21.9985,0.17903125
1991,226,2023-08-14,22:00:00,14.12666667,21.6165,21.879,21.83125,21.521,21.712,21.83125,21.855,22.02225,21.23475,21.703,21.879,0.176
1992,226,2023-08-14,23:00:00,12.21833333,21.497,21.736,21.712,21.37775,21.64025,21.712,21.8075,21.951,21.06725,21.59559375,21.736,0.14040625
1993,227,2023-08-15,0:00:00,11.33333333,21.47325,21.64025,21.64025,21.21075,21.521,21.664,21.76,21.879,21.06725,21.5269375,21.64025,0.1133125
1994,227,2023-08-15,1:00:00,10.48,21.44925,21.497,21.688,21.09125,21.4255,21.59275,21.688,21.83125,21.18675,21.49409375,21.497,0.00290625
1995,227,2023-08-15,2:00:00,10.28,21.378,21.354,21.664,20.90075,21.37775,21.497,21.664,21.76,21.163,21.4255625,21.354,-0.0715625
1996,227,2023-08-15,3:00:00,10.245,21.282,21.2345,21.59275,20.805,21.25825,21.40175,21.545,21.688,21.091,21.33296875,21.2345,-0.09846875
1997,227,2023-08-15,4:00:00,10.00166667,21.187,21.091,21.521,20.6625,21.163,21.378,21.497,21.59275,20.996,21.24965625,21.091,-0.15865625
1998,227,2023-08-15,5:00:00,10.185,21.06725,20.9485,21.40175,20.567,21.115,21.306,21.40175,21.545,20.901,21.16309375,20.9485,-0.21459375
1999,227,2023-08-15,6:00:00,11.17833333,20.996,20.78125,21.306,20.519,21.091,21.282,21.354,21.545,20.877,21.12125,20.78125,-0.34
2000,227,2023-08-15,7:00:00,13.60833333,21.0435,20.6625,21.282,20.6145,21.0435,21.4255,21.378,21.712,21.0675,21.1958125,20.6625,-0.5333125
2001,227,2023-08-15,8:00:00,16.48833333,21.2345,20.519,21.354,21.04375,21.0435,21.75975,21.52125,22.118,21.6645,21.46740625,20.519,-0.94840625
2002,227,2023-08-15,9:00:00,18.19,21.521,20.519,21.4735,21.59275,21.28225,22.118,22.142,22.59675,22.35725,21.8854375,20.519,-1.3664375
2003,227,2023-08-15,10:00:00,19.61666667,21.73575,20.424,21.736,21.9985,22.21375,22.453,22.525,22.956,22.95625,22.32178125,20.424,-1.89778125
2004,227,2023-08-15,11:00:00,20.86333333,21.99875,20.59075,22.16575,22.429,22.86025,22.95625,22.669,23.268,23.5805,22.7409375,20.59075,-2.1501875
2005,227,2023-08-15,12:00:00,21.86,22.38125,20.877,23.05225,22.98,23.22,23.388,22.812,23.436,23.94175,23.15140625,20.877,-2.27440625
2006,227,2023-08-15,13:00:00,22.83666667,22.64475,21.30625,23.412,23.124,23.46025,23.67675,22.932,23.244,24.13425,23.3285,21.30625,-2.02225
2007,227,2023-08-15,14:00:00,23.54666667,22.956,21.80775,23.46,22.83675,23.8695,23.17225,23.028,22.50075,24.23075,23.25675,21.80775,-1.449
2008,227,2023-08-15,15:00:00,24.195,23.749,22.2855,23.605,22.71675,24.1825,22.932,23.196,22.214,24.27875,23.35925,22.2855,-1.07375
2009,227,2023-08-15,16:00:00,24.29333333,23.821,22.83625,23.5325,22.88425,24.1825,22.98,23.076,22.142,23.773,23.29890625,22.83625,-0.46265625
2010,227,2023-08-15,17:00:00,24.17333333,23.653,22.956,23.436,22.98,23.98975,23.1,22.86025,22.02225,23.5565,23.19971875,22.956,-0.24371875
2011,227,2023-08-15,18:00:00,22.76333333,23.5325,22.86,23.316,22.98,23.82125,23.148,22.621,21.951,23.22,23.07371875,22.86,-0.21371875
2012,227,2023-08-15,19:00:00,21.15333333,23.268,22.78825,23.364,23.004,23.5325,23.028,22.405,21.879,23.1,22.9475625,22.78825,-0.1593125
2013,227,2023-08-15,20:00:00,20.09333333,23.1,22.621,23.172,22.956,23.244,22.932,22.214,21.879,23.004,22.812625,22.621,-0.191625
2014,227,2023-08-15,21:00:00,19.62166667,22.932,22.621,22.908,22.836,23.172,22.812,22.07,21.927,22.98,22.704625,22.621,-0.083625
2015,227,2023-08-15,22:00:00,19.86,22.78825,22.621,22.669,22.74075,23.244,22.74075,21.951,21.951,22.908,22.62409375,22.621,-0.00309375
2016,227,2023-08-15,23:00:00,19.67166667,22.717,22.549,22.549,22.621,23.268,22.645,21.903,21.97475,22.78825,22.55825,22.549,-0.00925
2017,228,2023-08-16,0:00:00,19.58166667,22.669,22.405,22.381,22.477,22.98,22.597,21.78375,22.094,22.429,22.42634375,22.405,-0.02134375
2018,228,2023-08-16,1:00:00,19.71166667,22.573,22.2855,22.2855,22.405,22.69275,22.501,21.712,22.07,22.2855,22.31559375,22.2855,-0.03009375
2019,228,2023-08-16,2:00:00,19.17428571,22.429,22.19,22.214,22.2855,22.549,22.429,21.664,22.046,22.238,22.2318125,22.19,-0.0418125
2020,228,2023-08-16,3:00:00,18.38833333,22.30925,22.094,22.07,22.214,22.429,22.429,21.664,21.97475,22.142,22.154,22.094,-0.06
2021,228,2023-08-16,4:00:00,17.662,22.142,21.97475,21.951,22.118,22.30925,22.333,21.664,21.951,22.04625,22.0643125,21.97475,-0.0895625
2022,228,2023-08-16,5:00:00,17.512,22.166,21.855,21.879,21.9985,22.19,22.26175,21.664,21.879,21.903,21.99265625,21.855,-0.13765625
2023,228,2023-08-16,6:00:00,17.995,22.142,21.8075,21.855,21.855,22.166,22.166,21.569,21.855,21.76,21.921,21.8075,-0.1135
2024,228,2023-08-16,7:00:00,18.78,22.166,21.736,21.8075,21.95075,22.166,22.2855,21.59275,21.903,21.8315,21.962875,21.736,-0.226875
2025,228,2023-08-16,8:00:00,21.21666667,22.2615,21.664,21.8075,22.166,22.19,22.525,21.664,22.142,22.07,22.10325,21.664,-0.43925
2026,228,2023-08-16,9:00:00,22.965,22.40525,21.59275,21.83125,22.50125,22.26175,22.88425,22.0945,22.573,22.597,22.39353125,21.59275,-0.80078125
2027,228,2023-08-16,10:00:00,23.67166667,22.33325,21.569,21.9985,22.884,22.78825,23.22,22.7645,23.004,23.196,22.7735625,21.569,-1.2045625
2028,228,2023-08-16,11:00:00,24.135,22.429,21.73575,22.38125,23.244,23.124,23.364,23.124,23.388,23.292,23.04328125,21.73575,-1.30753125
2029,228,2023-08-16,12:00:00,24.90833333,22.69275,22.09425,23.02825,23.48425,23.5085,23.50825,23.196,23.5085,23.22,23.2683125,22.09425,-1.1740625
2030,228,2023-08-16,13:00:00,25.415,22.932,22.6925,23.412,23.605,23.79725,23.50825,23.5805,23.436,23.148,23.427375,22.6925,-0.734875
2031,228,2023-08-16,14:00:00,25.47833333,23.076,23.316,23.55675,23.436,23.966,23.364,23.5085,23.052,23.1,23.38240625,23.316,-0.06640625
2032,228,2023-08-16,15:00:00,25.155,23.46025,23.67675,23.58075,23.364,24.23075,23.196,23.773,23.004,22.956,23.44559375,23.67675,0.23115625
2033,228,2023-08-16,16:00:00,24.61833333,23.196,23.677,23.388,23.34,24.11,23.124,23.53225,22.932,22.69275,23.289375,23.677,0.387625
2034,228,2023-08-16,17:00:00,24.21333333,22.88425,23.653,22.956,23.34,23.9175,23.004,23.43625,22.86,22.501,23.112375,23.653,0.540625
2035,228,2023-08-16,18:00:00,23.64333333,22.7405,23.581,22.7405,23.316,23.84525,22.908,23.244,22.693,22.525,23.00153125,23.581,0.57946875
2036,228,2023-08-16,19:00:00,23.08166667,22.549,23.436,22.477,23.124,23.629,22.86,22.93225,22.573,22.525,22.83365625,23.436,0.60234375
2037,228,2023-08-16,20:00:00,22.28833333,22.429,23.244,22.2615,22.956,23.388,22.86,22.621,22.453,22.501,22.6836875,23.244,0.5603125
2038,228,2023-08-16,21:00:00,16.755,22.2855,23.052,22.118,22.81225,23.196,22.76475,22.453,22.333,22.429,22.5489375,23.052,0.5030625
2039,228,2023-08-16,22:00:00,16.72,22.0465,22.7165,21.927,22.549,22.90825,22.573,22.21375,22.118,22.118,22.3066875,22.7165,0.4098125
2040,228,2023-08-16,23:00:00,16.86,21.927,22.405,22.166,22.381,22.69275,22.597,22.142,22.02225,21.903,22.228875,22.405,0.176125
2041,229,2023-08-17,0:00:00,16.975,21.879,22.26175,22.166,22.333,22.597,22.693,22.046,22.07025,21.6405,22.17809375,22.26175,0.08365625
2042,229,2023-08-17,1:00:00,16.85166667,21.855,22.214,22.166,22.30925,22.501,22.693,21.951,22.142,21.664,22.16015625,22.214,0.05384375
2043,229,2023-08-17,2:00:00,16.165,21.83125,22.142,22.04625,22.166,22.405,22.597,21.83125,22.094,21.664,22.07934375,22.142,0.06265625
2044,229,2023-08-17,3:00:00,16.01375,21.68825,22.07,21.97475,22.094,22.2855,22.525,21.78375,22.02225,21.5925,21.99575,22.07,0.07425
2045,229,2023-08-17,4:00:00,15.8125,21.569,21.97475,22.02225,21.9985,22.19,22.453,21.8075,21.951,21.4255,21.92709375,21.97475,0.04765625
2046,229,2023-08-17,5:00:00,15.15833333,21.4495,21.85525,21.8075,21.951,22.142,22.333,21.736,21.927,21.306,21.8315,21.85525,0.02375
2047,229,2023-08-17,6:00:00,14.70833333,21.33,21.688,21.68825,21.855,22.046,22.2855,21.59275,21.855,21.2345,21.735875,21.688,-0.047875
2048,229,2023-08-17,7:00:00,14.43666667,21.354,21.59275,21.497,21.78375,21.951,22.238,21.545,21.855,21.25825,21.68525,21.59275,-0.0925
2049,229,2023-08-17,8:00:00,14.16333333,21.306,21.44925,21.473,21.78375,21.879,22.214,21.664,21.855,21.2345,21.67615625,21.44925,-0.22690625
2050,229,2023-08-17,9:00:00,13.64666667,21.282,21.354,21.473,21.688,21.76,22.142,21.6165,21.855,21.37775,21.64928125,21.354,-0.29528125
2051,229,2023-08-17,10:00:00,13.50666667,21.139,21.25825,21.497,21.64025,21.664,22.166,21.47325,21.78375,21.35375,21.589625,21.25825,-0.331375
2052,229,2023-08-17,11:00:00,14.725,21.25825,21.187,21.64025,21.736,21.8075,22.3575,21.68825,22.0225,21.521,21.75390625,21.187,-0.56690625
2053,229,2023-08-17,12:00:00,15.23,21.2345,21.187,21.8315,22.0465,22.142,22.54875,22.0705,22.2855,21.736,21.98690625,21.187,-0.79990625
2054,229,2023-08-17,13:00:00,15.87166667,21.187,21.282,21.97475,22.07025,22.16575,22.549,22.16575,22.3335,21.736,22.02275,21.282,-0.74075
2055,229,2023-08-17,14:00:00,16.17333333,21.139,21.282,21.92675,21.97475,22.04625,22.453,22.04625,22.118,21.54475,21.90609375,21.282,-0.62409375
2056,229,2023-08-17,15:00:00,16.98666667,21.21075,21.378,21.927,21.92675,22.07025,22.429,22.07025,22.094,21.47325,21.90015625,21.378,-0.52215625
2057,229,2023-08-17,16:00:00,17.56833333,21.3775,21.521,21.9985,21.879,22.2375,22.30925,22.2615,21.9985,21.54475,21.9508125,21.521,-0.4298125
2058,229,2023-08-17,17:00:00,17.29833333,21.25825,21.688,21.8315,21.855,22.142,22.30925,21.9985,21.879,21.306,21.8224375,21.688,-0.1344375
2059,229,2023-08-17,18:00:00,16.85166667,21.2345,21.76,21.87925,21.712,22.07025,22.094,21.903,21.76,21.2345,21.7359375,21.76,0.0240625
2060,229,2023-08-17,19:00:00,14.87666667,21.139,21.712,21.66425,21.56875,21.8315,21.927,21.56875,21.64025,21.0675,21.550875,21.712,0.161125
2061,229,2023-08-17,20:00:00,14.14,20.97225,21.521,21.37775,21.4255,21.56875,21.76,21.35375,21.569,20.7575,21.3480625,21.521,0.1729375
2062,229,2023-08-17,21:00:00,13.26166667,20.8055,21.354,21.2345,21.33,21.473,21.664,21.139,21.473,20.6625,21.2226875,21.354,0.1313125
2063,229,2023-08-17,22:00:00,12.31666667,20.68625,21.2345,21.0435,21.2345,21.44925,21.569,20.996,21.354,20.615,21.1184375,21.2345,0.1160625
2064,229,2023-08-17,23:00:00,11.79333333,20.4955,21.115,20.996,21.139,21.354,21.44925,20.996,21.282,20.615,21.04084375,21.115,0.07415625
2065,230,2023-08-18,0:00:00,11.02,20.4715,21.01975,20.9485,21.01975,21.33,21.44925,20.97225,21.21075,20.567,20.996125,21.01975,0.023625
2066,230,2023-08-18,1:00:00,10.61166667,20.35275,20.877,20.877,20.9485,21.2345,21.378,20.901,21.115,20.40025,20.900875,20.877,-0.023875
2067,230,2023-08-18,2:00:00,10.17,20.25775,20.7575,20.7575,20.829,21.11525,21.2345,20.829,21.01975,20.2815,20.79053125,20.7575,-0.03303125
2068,230,2023-08-18,3:00:00,9.689090909,20.162,20.63875,20.6625,20.71,21.091,21.163,20.73375,20.97225,20.186,20.7100625,20.63875,-0.0713125
2069,230,2023-08-18,4:00:00,9.595,20.138,20.519,20.6625,20.615,21.01975,21.091,20.71,20.901,20.21,20.66840625,20.519,-0.14940625
2070,230,2023-08-18,5:00:00,9.393333333,20.138,20.40025,20.68625,20.49525,20.97225,21.0435,20.6625,20.877,20.2815,20.64453125,20.40025,-0.24428125
2071,230,2023-08-18,6:00:00,10.805,20.043,20.25775,20.591,20.424,20.877,20.901,20.615,20.829,20.234,20.56425,20.25775,-0.3065
2072,230,2023-08-18,7:00:00,13.60333333,20.13825,20.138,20.567,20.4715,20.877,21.0675,20.615,20.97225,20.234,20.6178125,20.138,-0.4798125
2073,230,2023-08-18,8:00:00,16.685,20.47175,20.06675,20.63875,20.853,20.901,21.4255,20.853,21.33,20.3765,20.8561875,20.06675,-0.7894375
2074,230,2023-08-18,9:00:00,17.95333333,20.853,20.043,20.68625,21.33,21.0675,21.73575,21.32975,21.75975,21.04375,21.22571875,20.043,-1.18271875
2075,230,2023-08-18,10:00:00,18.92166667,21.06725,20.13825,21.0675,21.73575,21.8315,22.09425,21.7835,22.094,21.688,21.67021875,20.13825,-1.53196875
2076,230,2023-08-18,11:00:00,19.52586207,21.33,20.329,21.545,21.83125,22.16575,22.11825,21.99825,22.0945,22.21375,21.91209375,20.329,-1.58309375
2077,230,2023-08-18,12:00:00,19.99433962,21.6165,20.6385,22.14225,22.19,22.59675,22.62075,22.40525,22.30925,22.33325,22.27675,20.6385,-1.63825
2078,230,2023-08-18,13:00:00,20.61666667,21.855,20.9485,22.23775,21.97475,22.573,22.405,22.19,21.9745,22.35725,22.19590625,20.9485,-1.24740625
2079,230,2023-08-18,14:00:00,21.615,22.07,21.16275,22.573,21.97475,22.83625,22.477,22.453,21.7835,22.28575,22.30665625,21.16275,-1.14390625
2080,230,2023-08-18,15:00:00,22.135,22.381,21.44925,22.836,21.8315,23.028,22.26175,22.597,21.521,22.30925,22.3456875,21.44925,-0.8964375
2081,230,2023-08-18,16:00:00,22.045,22.429,21.78375,22.908,21.855,23.004,22.381,22.78825,21.545,22.11825,22.3785625,21.78375,-0.5948125
2082,230,2023-08-18,17:00:00,21.17333333,22.477,21.903,22.7405,21.903,22.621,22.30925,22.573,21.521,21.85525,22.25,21.903,-0.347
2083,230,2023-08-18,18:00:00,20.26666667,22.142,21.903,22.549,21.879,22.357,22.142,22.09425,21.378,21.6165,22.01971875,21.903,-0.11671875
2084,230,2023-08-18,19:00:00,18.83166667,22.04625,21.7835,22.2615,21.736,22.19,22.046,21.8315,21.378,21.37775,21.858375,21.7835,-0.074875
2085,230,2023-08-18,20:00:00,18.23666667,21.8315,21.56875,21.9745,21.64025,22.07,22.02225,21.664,21.44925,21.2345,21.73578125,21.56875,-0.16703125
2086,230,2023-08-18,21:00:00,18.26,21.6165,21.4255,21.78375,21.545,21.9985,21.903,21.59275,21.521,21.115,21.6344375,21.4255,-0.2089375
2087,230,2023-08-18,22:00:00,18.17333333,21.473,21.378,21.64025,21.40175,21.85525,21.855,21.54475,21.521,21.01975,21.53884375,21.378,-0.16084375
2088,230,2023-08-18,23:00:00,17.89,21.40175,21.33,21.545,21.282,21.64025,21.8075,21.28225,21.40175,20.90075,21.40765625,21.33,-0.07765625
2089,231,2023-08-19,0:00:00,17.52333333,21.33,21.21075,21.4255,21.282,21.6165,21.712,21.187,21.33,20.7575,21.3300625,21.21075,-0.1193125
2090,231,2023-08-19,1:00:00,17.13166667,21.21075,21.115,21.306,21.25825,21.40175,21.64025,21.115,21.25825,20.4955,21.21071875,21.115,-0.09571875
2091,231,2023-08-19,2:00:00,16.87,21.139,21.0435,21.187,21.163,21.2105,21.4255,21.0435,21.187,20.424,21.0974375,21.0435,-0.0539375
2092,231,2023-08-19,3:00:00,16.64857143,20.996,20.97225,21.11525,21.091,21.115,21.378,20.97225,21.115,20.4715,21.03175,20.97225,-0.0595
2093,231,2023-08-19,4:00:00,16.4025,20.877,20.901,21.01975,21.01975,21.091,21.354,20.901,21.01975,20.4715,20.96921875,20.901,-0.06821875
2094,231,2023-08-19,5:00:00,16.486,20.78125,20.829,20.92475,20.9485,20.90075,21.2345,20.829,20.996,20.424,20.87984375,20.829,-0.05084375
2095,231,2023-08-19,6:00:00,17.515,20.71,20.71,20.901,20.901,20.71,21.187,20.805,20.97225,20.424,20.82628125,20.71,-0.11628125
2096,231,2023-08-19,7:00:00,18.93333333,20.7575,20.63875,20.901,20.9485,20.59075,21.25825,20.805,21.0675,20.4955,20.853,20.63875,-0.21425
2097,231,2023-08-19,8:00:00,19.86666667,20.90075,20.591,20.853,21.139,20.567,21.49725,21.01975,21.35375,20.9245,21.031875,20.591,-0.440875
2098,231,2023-08-19,9:00:00,21.25,21.0675,20.519,20.853,21.33,20.63875,21.64025,21.33,21.688,21.4015,21.243625,20.519,-0.724625
2099,231,2023-08-19,10:00:00,22.88333333,21.163,20.519,21.01975,21.8075,21.28225,22.02225,21.879,22.18975,22.094,21.6821875,20.519,-1.1631875
2100,231,2023-08-19,11:00:00,24.27,21.28225,20.61475,21.28225,22.118,21.92675,22.38125,22.21375,22.525,22.525,22.03178125,20.61475,-1.41703125
2101,231,2023-08-19,12:00:00,25.56833333,21.4015,21.01975,22.14225,22.35725,22.45325,22.6925,22.477,22.549,22.525,22.32471875,21.01975,-1.30496875
2102,231,2023-08-19,13:00:00,26.5,21.712,21.712,22.86025,22.621,22.81225,23.028,22.81225,22.74075,22.74075,22.66590625,21.712,-0.95390625
2103,231,2023-08-19,14:00:00,27.22166667,21.87925,22.166,23.05225,22.501,23.244,22.597,22.93225,22.57275,22.573,22.6689375,22.166,-0.5029375
2104,231,2023-08-19,15:00:00,27.38666667,22.04675,22.2855,23.052,22.549,23.22,22.7405,23.2205,22.453,22.26175,22.6929375,22.2855,-0.4074375
2105,231,2023-08-19,16:00:00,26.575,21.78375,22.214,23.076,22.717,23.076,22.908,22.6925,22.669,21.75975,22.58525,22.214,-0.37125
2106,231,2023-08-19,17:00:00,25.87333333,22.094,22.142,22.956,22.717,23.052,22.86,22.69275,22.2855,21.6165,22.53421875,22.142,-0.39221875
2107,231,2023-08-19,18:00:00,25.295,22.333,22.07,22.45325,22.645,23.076,22.836,22.501,22.142,21.569,22.44440625,22.07,-0.37440625
2108,231,2023-08-19,19:00:00,23.25166667,22.33325,21.9985,22.28575,22.717,22.98,22.908,22.35725,21.927,21.73575,22.4055,21.9985,-0.407
2109,231,2023-08-19,20:00:00,22.08333333,22.238,21.879,22.28575,22.717,22.884,22.908,22.2855,21.855,21.903,22.38453125,21.879,-0.50553125
2110,231,2023-08-19,21:00:00,21.27833333,22.214,21.855,22.238,22.717,22.7405,22.884,22.19,21.855,21.951,22.3486875,21.855,-0.4936875
2111,231,2023-08-19,22:00:00,20.545,22.166,21.855,22.3095,22.621,22.812,22.884,22.094,21.855,21.951,22.3365625,21.855,-0.4815625
2112,231,2023-08-19,23:00:00,20.335,22.142,21.855,22.405,22.621,22.78825,22.812,22.142,21.951,21.855,22.33953125,21.855,-0.48453125
2113,232,2023-08-20,0:00:00,19.99333333,22.35725,21.855,22.26175,22.525,22.717,22.812,22.142,21.951,21.855,22.327625,21.855,-0.472625
2114,232,2023-08-20,1:00:00,20.53166667,22.429,21.855,22.19,22.525,22.669,22.78825,22.142,21.927,21.78375,22.30675,21.855,-0.45175
2115,232,2023-08-20,2:00:00,20.46888889,22.357,21.855,22.142,22.429,22.597,22.717,22.094,21.855,21.664,22.231875,21.855,-0.376875
2116,232,2023-08-20,3:00:00,19.655,22.214,21.83125,22.142,22.429,22.525,22.669,22.046,21.855,21.569,22.181125,21.83125,-0.349875
2117,232,2023-08-20,4:00:00,19.6225,22.04625,21.76,22.07,22.333,22.477,22.621,21.951,21.855,21.497,22.10628125,21.76,-0.34628125
2118,232,2023-08-20,5:00:00,19.114,21.903,21.76,21.9985,22.238,22.30925,22.549,21.903,21.8075,21.473,22.02265625,21.76,-0.26265625
2119,232,2023-08-20,6:00:00,18.815,21.83125,21.712,21.927,22.142,22.07,22.429,21.855,21.76,21.378,21.92403125,21.712,-0.21203125
2120,232,2023-08-20,7:00:00,19.27333333,21.8075,21.664,21.855,22.23775,22.094,22.453,21.855,21.879,21.4255,21.95084375,21.664,-0.28684375
2121,232,2023-08-20,8:00:00,20.05333333,22.11825,21.6165,21.855,22.429,22.142,22.621,21.95075,22.094,21.712,22.11525,21.6165,-0.49875
2122,232,2023-08-20,9:00:00,20.90833333,22.33325,21.569,21.83125,22.7645,22.21375,22.86025,22.42925,22.477,22.142,22.38140625,21.569,-0.81240625
2123,232,2023-08-20,10:00:00,21.75333333,22.357,21.569,21.855,23.052,22.64475,23.196,22.86,22.88425,22.7165,22.6956875,21.569,-1.1266875
2124,232,2023-08-20,11:00:00,22.52166667,22.549,21.59275,22.09425,23.41225,22.98,23.196,22.884,23.196,23.244,22.9444375,21.59275,-1.3516875
2125,232,2023-08-20,12:00:00,23.22833333,22.81225,21.8075,22.501,23.749,22.69275,23.22,22.908,23.364,23.677,23.1155,21.8075,-1.308
2126,232,2023-08-20,13:00:00,23.43,23.124,22.166,22.573,23.701,22.932,23.1,23.076,23.46025,23.99,23.24453125,22.166,-1.07853125
